KIND OF MEDICINE,Item Name,MRP,Landing Cost,Batch No,Expiry Date,Current Stock,COMPANY,Sales Person,Sale Qty,Sale Rate
pcs,MINEM-1GM,0.1,0.1,PD092410,2026-08-01,0,PRIMUS PHARMACEUTICALS,,,
pcs,MINEM-1GM,2050.0,159.04,PD032507,2027-02-01,0,PRIMUS PHARMACEUTICALS,,,
pcs,MINEM-1GM,2050.0,173.6,PD062504,2027-05-01,0,PRIMUS PHARMACEUTICALS,,,
pcs,MINEM-1GM,2050.0,159.04,PD032507,2027-02-01,0,PRIMUS PHARMACEUTICALS,,,
,OLORUS EYE DROPS 5ML,70.0,15.68,PE042508,2026-09-01,0,PRIMUS PHARMACEUTICALS,,,
pcs,POLYBION CZS ACTIVE,223.12,171.35,5165C84205,2026-11-01,0,PROCTER & GAMBLE,,,
pcs,EVION 400MG,86.87,66.72,4346C59911,2027-02-01,0,PROCTER & GAMBLE HEAITH LTD,,,
pcs,LIVOGEN CAPTAB,94.94,72.92,5185C84208,2027-05-01,0,PROCTER & GAMBLE HEAITH LTD,,,
TABLET,NEUROBION ALFA D TAB,219.55,170.37,515D06208,2026-11-01,0,PROCTER & GAMBLE HEAITH LTD,,,
pcs,SEVEN SEAS 100 CAP,398.17,308.98,5195C59940,2027-06-01,0,PROCTER & GAMBLE HEAITH LTD,,,
pcs,SEVEN SEAS 100 CAP,424.71,326.18,5052C59940,2027-01-01,0,PROCTER & GAMBLE HEAITH LTD,,,
CREAM,LULIFIN 1% CREAM 10GM,168.0,129.02,HC8W,2026-05-01,0,RANBAXY,,,
g,VOLINI GEL 30GM,142.0,107.42,SXF0411A,2026-02-01,0,RANBAXY,,,
pcs,ALBUREL 20% 100 ML,8863.53,3885.0,AN20G25036,2028-02-01,0,RELIANCE,,,
pcs,ALBUREL 20% 100 ML,9749.88,3990.0,AN20G25133,2028-10-01,0,RELIANCE,,,
pcs,ALBUREL 20% 100 ML,9749.88,3990.0,AN20G25135,2028-10-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1845.0,498.75,DPS1A25002,2028-06-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1845.0,504.0,A25A02,2028-06-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1845.0,504.0,DPS1A25001,2028-02-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1845.0,504.0,DPS1A25002,2028-06-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1790.0,509.25,DPS1A24003,2027-02-01,0,RELIANCE,,,
,DARBEREL 25 MCG,1969.0,532.0,DPS1A25001,2028-02-01,0,RELIANCE,,,
pcs,HEPAREL 100 IU,5873.0,1575.0,HID10A2509,2028-07-01,0,RELIANCE,,,
pcs,HEPAREL 100 IU,5873.0,1575.0,HID10A2510,2028-08-01,0,RELIANCE,,,
pcs,HEPAREL 100 IU,5873.0,1600.0,HID10A2504,2027-01-01,0,RELIANCE,,,
pcs,HEPAREL 200IU,11546.62,3255.0,HID20A2501,2027-01-01,0,RELIANCE,,,
pcs,HEPAREL 200IU,11546.62,3255.0,HID20A2502,2027-07-01,0,RELIANCE,,,
pcs,HEPAREL 200IU,11546.62,3281.25,HID20A2501,2027-01-01,0,RELIANCE,,,
pcs,HEPAREL 200IU,11546.62,3360.0,HID20A2501,2027-01-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2243.0,285.0,EPS1E25003,2028-01-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2243.0,285.0,EPS1E25004,2028-03-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2243.0,285.0,EPS1E25005,2028-04-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2102.0,290.85,EPS1E25003,2028-01-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2102.0,290.85,EPS1E25005,2028-04-01,0,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2205.29,325.0,EPS1E24013,2027-10-01,1,RELIANCE,,,
IU,RELIPOIETIN 10000IU,2205.29,325.0,EPS1E24016,2027-11-01,10,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,86.0,EPS1C24041,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,86.0,EPS1C24042,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,86.0,EPS1C24043,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,86.0,EPS1C24044,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1162.0,86.0,EPS1C24044,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,89.25,EPS1C25013,2028-01-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,89.25,EPS1C25014,2028-01-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,89.25,EPS1C25015,2028-01-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,89.6,EPS1C24037,2027-10-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,89.6,EPS1C24042,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,89.6,EPS1C25006,2027-12-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1277.0,89.6,EPS1C25006,2027-12-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,90.0,EPS1C24044,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1162.0,90.0,EPS1C24041,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1162.0,90.0,EPS1C24042,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1162.0,90.0,EPS1C24044,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1162.0,90.0,EPS1C25002,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,91.35,EPS1C25024,2028-07-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,92.4,EPS1C25013,2028-01-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,92.4,EPS1C25027,2028-08-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,95.0,EPS1C24042,2027-11-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1277.0,98.56,EPS1C25003,2027-12-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1277.0,98.56,EPS1C25007,2027-12-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1197.0,102.9,EPS1C25024,2028-07-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1277.0,103.04,EPS1C25010,2028-01-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1277.0,106.4,EPS1C25007,2027-12-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,137.0,EPS1C23017,2026-04-01,0,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,137.0,EPS1C23030,2026-07-01,10,RELIANCE,,,
pcs,RELIPOIETIN 4000IU,1161.6,137.0,EPSIC24027,2027-08-01,10,RELIANCE,,,
mg,RITUXIREL 100 MG,8137.0,1102.5,7RMVA24001,2027-11-01,0,RELIANCE,,,
mg,RITUXIREL 100 MG,8137.0,1102.5,7RMVA25A01,2027-12-01,0,RELIANCE,,,
mg,RITUXIREL 100 MG,8680.0,1232.0,RMV1A25003,2028-01-01,0,RELIANCE,,,
mg,RITUXIREL 500MG,40688.0,4700.01,RMV1B25022,2028-10-01,0,RELIANCE,,,
mg,RITUXIREL 500MG,40688.0,4700.01,RMV1B25024,2028-10-01,0,RELIANCE,,,
mg,RITUXIREL 500MG,40688.0,4830.0,RMV1B24009,2027-07-01,0,RELIANCE,,,
mg,RITUXIREL 500MG,40688.0,4830.0,RMV1B25011,2028-06-01,0,RELIANCE,,,
mg,RITUXIREL 500MG,43401.0,5300.0,RMV1B25004,2028-01-01,0,RELIANCE,,,
mg,RITUXIREL RN 500MG,43401.0,5000.0,RMV1B25006,2028-02-01,0,RELIANCE,,,
mg,RITUXIREL RN 500MG,43401.0,5000.0,RMV1B25009,2028-05-01,0,RELIANCE,,,
mg,RITUXIREL RN 500MG,42658.94,5040.0,RMV1B24010,2027-08-01,0,RELIANCE,,,
pcs,SOMATOREL 5MG INJ,6109.0,2250.0,GHV1A25009,2028-06-01,0,RELIANCE,,,
pcs,SOMATOREL 5MG INJ,6109.0,2250.0,GHV1A25010,2028-06-01,0,RELIANCE,,,
mg,TENECTEREL 40MG,49060.0,19040.0,TNV1B25E01,2028-01-01,0,RELIANCE,,,
AMPOULE,RANIDEC 50 MG INJ,9.5,2.0,AA23-039,2025-10-01,20100,RIDLEY LIFESCIENCES PVT LTD,,,
VIAL,CARMENDAN (LYOPHILIZED),995.0,495.0,LLSMA2305,2025-06-01,0,RMPL,,,
VIAL,CARMENDAN (LYOPHILIZED),930.0,519.75,LLSMAP503,2027-09-01,0,RMPL,,,
mg,MELKERAN 2MG TAB,2395.0,525.0,METH25A02-B,2027-07-01,0,RMPL,,,
pcs,ACCUCHEK ACTIVE,1124.0,851.54,91002018,2028-07-01,0,ROCHE,,,
pcs,CELLCEPT 250 MG,415.5,233.0,M2094M3,2026-02-01,0,ROCHE,,,
pcs,CELLCEPT 250 MG,415.5,250.0,M2167M3,2027-05-01,0,ROCHE,,,
pcs,CELLCEPT 250 MG,415.5,275.0,M2167M3,2027-05-01,0,ROCHE,,,
pcs,CELLCEPT 500MG,773.0,470.0,M4681M3,2027-06-01,0,ROCHE,,,
pcs,CELLCEPT 500MG,773.0,489.0,M4699M1,2027-09-01,0,ROCHE,,,
pcs,CELLCEPT 500MG,773.0,490.0,M4676M2,2027-06-01,0,ROCHE,,,
pcs,CELLCEPT 500MG,773.0,508.0,M4684M1,2027-06-01,0,ROCHE,,,
INJ,ROSINOX 80MG,940.54,160.0,2507005A,2027-07-01,0,ROSELABS HEALTHCARE PVT LTD,,,
pcs,ARPIMUNE ME 100MG,406.3,168.0,O4A24013,2027-11-01,0,RPG,,,
pcs,HERMAB 440MG,54662.7,54662.7,TE2205A,2025-10-01,0,RPG LIFE SCIENCES LTD,,,
pcs,HERMAB 440MG,54662.7,54662.7,TE2206B,2025-11-01,0,RPG LIFE SCIENCES LTD,,,
pcs,HERMAB 440MG,54662.7,54662.7,TE2207C,2025-11-01,0,RPG LIFE SCIENCES LTD,,,
pcs,HERMAB 440MG,54662.7,54662.7,TE2308B,2026-05-01,0,RPG LIFE SCIENCES LTD,,,
VIAL,OCTREOSAD LAR DEPOT 30MG INJ,34032.0,8505.0,OL0848,2026-10-01,0,SADAYA HEALTHCARE,,,
VIAL,PEG SADANASE INJ,34035.0,8064.0,BLI14,2026-12-01,0,SADAYA HEALTHCARE,,,
pcs,ASKLEROL INJ,164.98,156.0,IPLDA1503,2028-06-01,0,SAMARTH,,,
IU,CAPRIN INJ 5000 IU,113.27,44.1,IHEPA1545,2027-08-01,0,SAMARTH,,,
IU,CAPRIN INJ 5000 IU,113.27,44.1,IHEPA1551,2027-10-01,0,SAMARTH,,,
IU,CAPRIN INJ 5000 IU,113.27,44.1,IHEPA1556,2027-11-01,0,SAMARTH,,,
IU,CAPRIN INJ 5000 IU,118.77,45.0,IHEPA1441,2026-07-01,0,SAMARTH,,,
mg,ENDACE 160 MG TAB,1313.47,410.0,TMGAB1506,2027-02-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,160.65,L5MN04A,2027-06-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,160.65,L5MN05A,2027-06-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,160.65,L5MN06A,2027-06-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1308.13,162.75,HIHM25003,2027-02-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,162.75,HIHM25006C,2027-04-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,162.75,HIHM25007A,2027-04-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,162.75,HIHM25007C,2027-04-01,0,SAMARTH,,,
pcs,EUGON-HP 75 IU,1432.4,164.85,HIHM25003,2027-02-01,0,SAMARTH,,,
pcs,EURELIX 0.25,2187.88,274.4,PBSL25018,2027-03-01,0,SAMARTH,,,
pcs,EURELIX 0.25,2187.88,274.4,PBSLL25099,2027-05-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2075.16,840.0,LLPAA1506,2027-09-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2075.16,840.0,LLPAA1507,2027-10-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2075.16,887.25,LLPAA1505,2027-08-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2175.65,935.2,LLPAA2409A,2026-11-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2175.65,935.2,LLPAA2410A,2026-11-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2213.51,935.2,LLPAA1502,2027-05-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2213.51,935.2,LLPAA1504,2027-07-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2175.65,940.8,LLPAA2409A,2026-11-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2175.65,946.4,LLPAA2409A,2026-11-01,0,SAMARTH,,,
pcs,EUROLIDE DEPOT 3.75 MG,2213.51,1080.0,LLPAA1502,2027-05-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,127.05,L25NF013,2027-06-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,128.1,L25NF023A,2027-09-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,129.15,L25NF001B,2027-03-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,129.15,L25NF002B,2027-04-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,129.15,L25NF004,2027-04-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,129.15,L25NF006B,2027-04-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,HIHC25005,2027-02-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,HIHC25006,2027-02-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,HIHC25008,2027-03-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,L25NF007,2027-04-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,LHCGB2428A,2026-10-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,LHCGB2430A,2026-11-01,0,SAMARTH,,,
pcs,EUTRIG HP 5000 IU,445.93,131.25,LHCGB2432A,2026-11-01,0,SAMARTH,,,
pcs,ISOLIN INJ 2MG,63.58,50.4,ISPRA1501,2026-12-01,0,SAMARTH,,,
pcs,MILICOR 10MG,1444.92,215.25,IMLRA1504,2027-11-01,0,SAMARTH,,,
pcs,PEG L-APARAGIN 3750IU/5ML,38215.5,6142.5,IPLAA1405,2026-11-01,0,SAMARTH,,,
pcs,PEG L-APARAGIN 3750IU/5ML,38215.5,6195.0,IPLAA1501,2027-01-01,0,SAMARTH,,,
pcs,PEG L-APARAGIN 3750IU/5ML,38215.5,6195.0,IPLAA1502,2027-03-01,0,SAMARTH,,,
VIAL,BUSELIN INJ 7MG/7ML,17960.0,942.9,IBSLB1504,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,320.25,89.25,IHEPB1579,2027-07-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,320.25,89.25,IHEPB1594,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,320.25,89.25,IHEPE15107,2027-11-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,339.0,95.2,IHEPB1548,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,339.0,98.84,IHEPB1511,2026-12-01,0,SAMARTH LIFE SCIENCES,,,
IU,CAPRIN INJ 25000IU,339.0,98.84,IHEPB1514,2027-01-01,0,SAMARTH LIFE SCIENCES,,,
pcs,DOXOREX 50MG INJ,325.42,157.5,LDXRB1504,2027-02-01,0,SAMARTH LIFE SCIENCES,,,
pcs,DOXOREX 50MG INJ,331.0,157.5,LDXR1507,2027-03-01,0,SAMARTH LIFE SCIENCES,,,
pcs,DOXOREX 50MG INJ,325.42,170.24,LDXRB1504,2027-02-01,0,SAMARTH LIFE SCIENCES,,,
pcs,DOXOREX 50MG INJ,331.0,173.6,LDXRB1506,2027-03-01,0,SAMARTH LIFE SCIENCES,,,
1 VIAL,DUPLAT DEPOT 11.25MG INJ,10409.0,2531.2,LLPAB1501,2027-01-01,0,SAMARTH LIFE SCIENCES,,,
pcs,ENDACE 40MG TAB,319.88,109.2,TMGAA1531,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
pcs,ENDACE 40MG TAB,341.2,123.2,TMGAA1520,2027-06-01,0,SAMARTH LIFE SCIENCES,,,
pcs,ENDACE 40MG TAB,341.2,130.0,TMGAA1417,2026-06-01,0,SAMARTH LIFE SCIENCES,,,
pcs,EUGON-HP 150 IU,2430.94,283.5,L5ME01A,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
pcs,EUGON-HP 150 IU,2220.04,330.0,HIHM25004,2027-02-01,0,SAMARTH LIFE SCIENCES,,,
pcs,EUTRIG HP 10000 IU,974.65,435.75,LHCGC2404A,2026-11-01,0,SAMARTH LIFE SCIENCES,,,
pcs,EUTRIG HP 10000 IU,974.65,460.0,LHCGC2404A,2026-11-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,EUVIFOL HP 150MG,2604.36,304.5,L5UF04A,2027-07-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,EUVIFOL HP 75MG,1465.06,210.0,HIUF25003A,2027-05-01,0,SAMARTH LIFE SCIENCES,,,
pcs,FLORICOT TAB,150.4,110.88,TFLDAT503,2027-05-01,80,SAMARTH LIFE SCIENCES,,,
pcs,FLORICOT TAB,150.4,110.88,TFLDAT504,2027-05-01,0,SAMARTH LIFE SCIENCES,,,
IU,GENSTATIN INJ 100000IU,4599.0,588.0,IUNSA2402A,2026-08-01,0,SAMARTH LIFE SCIENCES,,,
mg,HISONE 5MG TAB,33.2,25.83,THRTAT512,2027-07-01,0,SAMARTH LIFE SCIENCES,,,
mg,HISONE 5MG TAB,33.2,25.83,THRTAT513,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
pcs,LEUCORIN 15 MG,507.74,110.25,TLCVA1510,2027-10-01,0,SAMARTH LIFE SCIENCES,,,
pcs,LEUCORIN 15 MG,499.06,120.75,TLCVA1501,2027-02-01,0,SAMARTH LIFE SCIENCES,,,
pcs,LEUCORIN 15 MG,507.74,120.75,TLCVA1503,2027-05-01,0,SAMARTH LIFE SCIENCES,,,
pcs,LEUCORIN 15 MG,507.74,131.25,TLCVA1509,2027-10-01,0,SAMARTH LIFE SCIENCES,,,
1 VIAL,OXOPLAN 100MG,5228.66,560.0,LXALB1501,2027-02-01,0,SAMARTH LIFE SCIENCES,,,
1 VIAL,OXOPLAN 50MG,2345.0,400.0,LXALA1404,2026-09-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,51.28,31.5,IPTAA1504,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,51.28,31.5,IPTAA1506,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,51.28,31.5,IPTAA1510,2027-06-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,52.17,34.65,IPTAA1511,2027-07-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,51.28,36.75,IPTAA1502,2027-01-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,51.28,36.75,IPTAA1504,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,52.17,37.8,IPTAA1504,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,52.17,37.8,IPTAA1505,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,52.17,37.8,IPTAA1508,2027-05-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,PROTA INJ 50MG/5ML,52.17,37.8,IPTAA1509,2027-06-01,0,SAMARTH LIFE SCIENCES,,,
pcs,RELIFERON 3 MIU SOVL-RF,714.87,392.0,IAV1A25002,2028-02-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,ROCPURE 50MG/5ML,832.2,149.1,IRCBA1504,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,ROCPURE 50MG/5ML,883.2,149.1,IRCBA1504,2027-04-01,0,SAMARTH LIFE SCIENCES,,,
INJ,SAMVEC 10MG INJ,125.14,68.25,LVRBBN503,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
INJ,SAMVEC 10MG INJ,125.14,68.25,LVRBBN504,2027-10-01,0,SAMARTH LIFE SCIENCES,,,
INJ,SAMVEC 4MG INJ,79.35,24.15,LVRBCN505,2027-09-01,0,SAMARTH LIFE SCIENCES,,,
INJ,SAMVEC 4MG INJ,79.35,33.6,LVRBCN503,2027-08-01,0,SAMARTH LIFE SCIENCES,,,
pcs,SUNISAM 50 MG,3250.0,760.0,CSTBC1401,2026-05-01,9,SAMARTH LIFE SCIENCES,,,
pcs,SUNISAM 50 MG,3250.0,760.0,CSTBC1402,2026-07-01,2,SAMARTH LIFE SCIENCES,,,
VIAL,TEXOPLAN 400MG INJ,2226.13,414.75,LTPNB2409A,2026-08-01,0,SAMARTH LIFE SCIENCES,,,
VIAL,NIPRESS 50MG INJ,152.18,122.85,LNTPAN501,2027-06-01,0,SAMARTH PHARMA PVT. LTD,,,
mg,CLEXANE 60MG INJ,705.41,384.99,JS276A,2026-04-01,4,SANOFI AVENTIS,,,
INJ,LANTUS 100U SOLOSTAR,769.01,613.67,5F0067A,2027-09-01,0,SANOFI INDIA LIMITED,,,
pcs,LASILACTONE 50MG TAB,66.84,51.87,5P0420A,2028-01-01,0,SANOFI INDIA LIMITED,,,
pcs,LASILACTONE 50MG TAB,71.3,54.76,4P3764A,2027-11-01,0,SANOFI INDIA LIMITED,,,
pcs,LASILACTONE 50MG TAB,71.3,54.76,5P0042A,2027-12-01,0,SANOFI INDIA LIMITED,,,
CREAM,SOFRAMYCIN SKIN CREAM 100GM,185.92,151.49,I5CH01,2027-06-01,0,SANOFI INDIA LIMITED,,,
pcs,COMBIFLAM,55.71,43.23,5NG428,2027-01-01,1,Sanofi India Ltd,,,
pcs,CORDARONE INJ,66.55,50.57,5J1051,2027-02-01,0,Sanofi India Ltd,,,
TABLET,PLAVIX 75MG TAB,97.88,71.88,GA2311,2028-04-01,0,SANOFI SYNTHELABO,,,
TABLET,PLAVIX 75MG TAB,97.88,74.39,GA0650,2028-01-01,0,SANOFI SYNTHELABO,,,
TABLET,PLAVIX 75MG TAB,97.88,74.39,GA0651,2028-01-01,0,SANOFI SYNTHELABO,,,
pcs,CERNOS DEPOT INJ.,875.0,642.6,FGC0033,2027-02-01,0,SANZYME (P) LTD.,,,
pcs,CERNOS DEPOT INJ.,875.0,655.2,FGC0033,2027-02-01,0,SANZYME (P) LTD.,,,
pcs,HYDROSAR 500MG,130.0,39.19,BC23199A,2025-08-01,0,SARABHAI CHEMICALS,,,
pcs,HYDROSAR 500MG,130.0,42.0,BC24364A,2026-09-01,0,SARABHAI CHEMICALS,,,
pcs,HYDROSAR 500MG,130.0,42.0,BC24422A,2026-11-01,10,SARABHAI CHEMICALS,,,
pcs,HYDROSAR 500MG,130.0,42.0,BC25147A,2027-04-01,0,SARABHAI CHEMICALS,,,
pcs,RASCASE 1.5 MG INJ,10889.99,2205.0,UOX100125,2026-12-01,0,SAYRE THERAPEUTICS,,,
pcs,RASCASE 1.5 MG INJ,10890.0,2205.0,UOX100325,2027-06-01,0,SAYRE THERAPEUTICS,,,
pcs,RASCASE 1.5 MG INJ,10560.0,2250.0,UOX100323,2025-08-01,2,SAYRE THERAPEUTICS,,,
pcs,RASCASE 1.5 MG INJ,10560.0,2352.0,UOX100424,2026-10-01,0,SAYRE THERAPEUTICS,,,
pcs,RASCASE 1.5 MG INJ,10560.0,2352.0,UOX100524,2026-11-01,0,SAYRE THERAPEUTICS,,,
pcs,RASCASE 1.5 MG INJ,11616.0,2352.0,UOX100125,2026-12-01,0,SAYRE THERAPEUTICS,,,
pcs,SOMASTIN 3000,1449.0,787.5,SMLD5B4,2027-03-01,0,SERUM INSTITUTE,,,
pcs,NODOSIS 500 MG,57.0,18.38,SM2T-25082,2027-10-01,0,STEADFAST MEDISHIELD,,,
pcs,NODOSIS 500 MG,57.0,18.38,SM2T-25106,2027-11-01,0,STEADFAST MEDISHIELD,,,
pcs,NODOSIS 500 MG,57.0,19.04,SM2T-25057,2027-08-01,0,STEADFAST MEDISHIELD,,,
pcs,NODOSIS 500 MG,54.0,54.0,SM2T-24035,2026-10-01,40,STEADFAST MEDISHIELD,,,
pcs,NODOSIS 500 MG,54.0,54.0,SMDT-240004,2026-07-01,20,STEADFAST MEDISHIELD,,,
pcs,CLEAR XYLOMELA NASAL SPRAY,55.0,35.0,CLX23001,2025-01-01,1,STERIS HEALTHCARE PVT LTD,,,
pcs,ANABREZ 1 MG,270.94,110.0,ZEG0119A,2027-03-01,0,SUN PHARMA,,,
pcs,ANABREZ 1 MG,263.75,110.25,KFB0569,2026-09-01,0,SUN PHARMA,,,
pcs,ANABREZ 1 MG,270.94,110.25,ZEG0119A,2027-03-01,0,SUN PHARMA,,,
pcs,ANABREZ 1 MG,270.94,115.99,ZEG0119A,2027-03-01,0,SUN PHARMA,,,
pcs,ANABREZ 1 MG,263.75,117.6,KFB0110,2026-01-01,0,SUN PHARMA,,,
pcs,ANABREZ 1 MG,263.75,117.6,KFB0569,2026-09-01,0,SUN PHARMA,,,
pcs,ARAVON INJ.1.5MG/ML,900.0,691.2,GTF3102A,2027-09-01,0,SUN PHARMA,,,
pcs,ARAVON INJ.1.5MG/ML,900.0,691.56,GTF3404A,2027-10-01,0,SUN PHARMA,,,
TABLET,BILASHINE 20MG TAB,155.62,120.76,AXC0047,2027-03-01,0,SUN PHARMA,,,
TABLET,BILASHINE 20MG TAB,155.62,120.77,AXC0072,2027-04-01,0,SUN PHARMA,,,
pcs,BUDEZ CR TABS,271.87,208.8,SIG1009A,2027-04-01,0,SUN PHARMA,,,
pcs,BUDEZ CR TABS,271.88,208.8,SIG1120A,2027-04-01,0,SUN PHARMA,,,
pcs,BUDEZ CR TABS,290.0,290.0,SIF2133A,2026-06-01,5,SUN PHARMA,,,
pcs,BUDEZ CR TABS,290.0,290.0,SIF2527A,2026-09-01,0,SUN PHARMA,,,
TABLET,BUPRON SR 150,176.24,133.95,SIG0440B,2027-02-01,0,SUN PHARMA,,,
TABLET,BUPRON SR 150,176.24,133.95,SIG1965A,2027-08-01,0,SUN PHARMA,,,
TABLET,BUPRON XL 300,339.37,257.92,SIG1246A,2027-05-01,0,SUN PHARMA,,,
